,state,state_p,act,r_acc
4563,"(1, 26)","(3, 26)",40.0,3.38447
4564,"(1, 26)","(3, 26)",50.0,4.10336
4565,"(1, 26)","(3, 26)",60.0,3.668651
4566,"(1, 26)","(3, 26)",70.0,0.502209
4567,"(1, 26)","(3, 26)",80.0,-2.65562
4568,"(1, 26)","(3, 27)",90.0,-6.053644
4569,"(1, 26)","(3, 27)",100.0,-9.443215
4570,"(1, 26)","(3, 27)",110.0,-12.811697
4571,"(1, 26)","(3, 27)",120.0,-16.159088
4572,"(1, 26)","(3, 27)",130.0,-19.48539
4573,"(1, 26)","(3, 27)",140.0,-22.790603
4574,"(1, 26)","(3, 27)",150.0,-26.074725
4575,"(1, 26)","(3, 27)",160.0,-29.337759
4576,"(1, 26)","(3, 26)",170.0,-32.579702
4577,"(1, 26)","(3, 26)",180.0,-35.800555
4578,"(1, 26)","(3, 26)",190.0,-39.000319
4579,"(1, 26)","(3, 26)",200.0,-42.178994
4580,"(3, 27)","(1, 26)",10.0,1.103914
4581,"(3, 27)","(1, 27)",20.0,1.137714
4582,"(3, 27)","(1, 27)",30.0,1.171518
4583,"(3, 27)","(1, 27)",40.0,1.205324
4584,"(3, 27)","(1, 27)",50.0,1.239131
4585,"(3, 27)","(1, 27)",60.0,1.272938
4586,"(3, 27)","(1, 27)",70.0,1.306745
4587,"(3, 27)","(1, 27)",80.0,1.340553
4588,"(3, 27)","(1, 27)",90.0,1.374361
4589,"(3, 27)","(1, 27)",100.0,1.40817
4590,"(3, 27)","(1, 27)",110.0,1.441978
4591,"(3, 27)","(1, 27)",120.0,1.475786
4592,"(3, 27)","(1, 27)",130.0,1.509594
4593,"(3, 27)","(1, 27)",140.0,1.520854
4594,"(3, 27)","(1, 27)",150.0,1.420854
4595,"(3, 27)","(1, 26)",160.0,1.320854
4596,"(3, 27)","(1, 26)",170.0,1.220854
4597,"(3, 27)","(1, 25)",180.0,1.120854
4598,"(3, 27)","(1, 24)",190.0,1.020854
4599,"(3, 27)","(1, 22)",200.0,0.920854
4600,"(3, 26)","(1, 26)",10.0,1.122738
4601,"(3, 26)","(1, 27)",20.0,1.022738
4602,"(3, 26)","(1, 27)",30.0,0.922738
4603,"(3, 26)","(1, 27)",40.0,0.822738
4604,"(3, 26)","(1, 27)",50.0,0.722738
4605,"(3, 26)","(1, 27)",60.0,0.622738
4606,"(3, 26)","(1, 27)",70.0,0.522738
4607,"(3, 26)","(1, 27)",80.0,0.422738
4608,"(3, 26)","(1, 27)",90.0,0.322738
4609,"(3, 26)","(1, 27)",100.0,0.222738
4610,"(3, 26)","(1, 27)",110.0,0.122738
4611,"(3, 26)","(1, 27)",120.0,0.022738
4612,"(3, 26)","(1, 27)",130.0,-0.077262
4613,"(3, 26)","(1, 27)",140.0,-0.177262
4614,"(3, 26)","(1, 27)",150.0,-0.277262
4615,"(3, 26)","(1, 26)",160.0,-0.377262
4616,"(3, 26)","(1, 26)",170.0,-0.477262
4617,"(3, 26)","(1, 25)",180.0,-0.577262
4618,"(3, 26)","(1, 24)",190.0,-0.677262
4619,"(3, 26)","(1, 22)",200.0,-0.777262
4620,"(3, 26)","(1, 26)",10.0,1.185737
4621,"(3, 26)","(1, 27)",20.0,1.457313
4622,"(3, 26)","(1, 27)",30.0,1.728893
4623,"(3, 26)","(1, 27)",40.0,2.000474
4624,"(3, 26)","(1, 27)",50.0,2.163844
4625,"(3, 26)","(1, 27)",60.0,2.063844
4626,"(3, 26)","(1, 27)",70.0,1.963844
4627,"(3, 26)","(1, 27)",80.0,1.863844
4628,"(3, 26)","(1, 27)",90.0,1.763844
4629,"(3, 26)","(1, 27)",100.0,1.663844
4630,"(3, 26)","(1, 27)",110.0,1.563844
4631,"(3, 26)","(1, 27)",120.0,1.463844
4632,"(3, 26)","(1, 27)",130.0,1.363844
4633,"(3, 26)","(1, 27)",140.0,1.263844
4634,"(3, 26)","(1, 27)",150.0,1.163844
4635,"(3, 26)","(1, 26)",160.0,1.063844
4636,"(3, 26)","(1, 26)",170.0,0.963844
4637,"(3, 26)","(1, 25)",180.0,0.863844
4638,"(3, 26)","(1, 24)",190.0,0.763844
4639,"(3, 26)","(1, 22)",200.0,0.663844
4640,"(1, 27)","(2, 26)",10.0,-0.1
4641,"(1, 27)","(2, 26)",20.0,-0.2
4642,"(1, 27)","(2, 26)",30.0,-0.3
4643,"(1, 27)","(2, 26)",40.0,-0.4
4644,"(1, 27)","(2, 26)",50.0,-0.5
4645,"(1, 27)","(2, 26)",60.0,-0.6
4646,"(1, 27)","(2, 26)",70.0,-0.7
4647,"(1, 27)","(2, 26)",80.0,-0.8
4648,"(1, 27)","(2, 26)",90.0,-0.9
4649,"(1, 27)","(2, 26)",100.0,-1.0
4650,"(1, 27)","(2, 26)",110.0,-1.1
4651,"(1, 27)","(2, 26)",120.0,-1.2
4652,"(1, 27)","(2, 26)",130.0,-1.3
4653,"(1, 27)","(2, 26)",140.0,-1.4
4654,"(1, 27)","(2, 26)",150.0,-1.5
4655,"(1, 27)","(2, 26)",160.0,-1.6
4656,"(1, 27)","(2, 26)",170.0,-1.7
4657,"(1, 27)","(2, 26)",180.0,-1.8
4658,"(1, 27)","(2, 26)",190.0,-1.9
4659,"(1, 27)","(2, 26)",200.0,-2.0
4660,"(1, 27)","(2, 26)",10.0,-0.002343
4661,"(1, 27)","(2, 26)",20.0,-0.102343
4662,"(1, 27)","(2, 26)",30.0,-0.202343
4663,"(1, 27)","(2, 26)",40.0,-0.302343
4664,"(1, 27)","(2, 26)",50.0,-0.402343
4665,"(1, 27)","(2, 26)",60.0,-0.502343
4666,"(1, 27)","(2, 26)",70.0,-0.602343
4667,"(1, 27)","(2, 26)",80.0,-0.702343
4668,"(1, 27)","(2, 26)",90.0,-0.802343
4669,"(1, 27)","(2, 26)",100.0,-0.902343
4670,"(1, 27)","(2, 26)",110.0,-1.002343
4671,"(1, 27)","(2, 26)",120.0,-1.102343
4672,"(1, 27)","(2, 26)",130.0,-1.202343
4673,"(1, 27)","(2, 26)",140.0,-1.302343
4674,"(1, 27)","(2, 26)",150.0,-1.402343
4675,"(1, 27)","(2, 26)",160.0,-1.502343
4676,"(1, 27)","(2, 26)",170.0,-1.602343
4677,"(1, 27)","(2, 26)",180.0,-1.702343
4678,"(1, 27)","(2, 26)",190.0,-1.802343
4679,"(1, 27)","(2, 26)",200.0,-1.902343
4680,"(1, 27)","(2, 26)",10.0,-0.059718
4681,"(1, 27)","(2, 26)",20.0,-0.159718
4682,"(1, 27)","(2, 26)",30.0,-0.259718
4683,"(1, 27)","(2, 26)",40.0,-0.359718
4684,"(1, 27)","(2, 26)",50.0,-0.459718
4685,"(1, 27)","(2, 26)",60.0,-0.559718
4686,"(1, 27)","(2, 26)",70.0,-0.659718
4687,"(1, 27)","(2, 26)",80.0,-0.759718
4688,"(1, 27)","(2, 26)",90.0,-0.859718
4689,"(1, 27)","(2, 26)",100.0,-0.959718
4690,"(1, 27)","(2, 26)",110.0,-1.059718
4691,"(1, 27)","(2, 26)",120.0,-1.159718
4692,"(1, 27)","(2, 26)",130.0,-1.259718
4693,"(1, 27)","(2, 26)",140.0,-1.359718
4694,"(1, 27)","(2, 26)",150.0,-1.459718
4695,"(1, 27)","(2, 26)",160.0,-1.559718
4696,"(1, 27)","(2, 26)",170.0,-1.659718
4697,"(1, 27)","(2, 26)",180.0,-1.759718
4698,"(1, 27)","(2, 26)",190.0,-1.859718
4699,"(1, 27)","(2, 26)",200.0,-1.959718
4700,"(2, 26)","(2, 27)",10.0,3.120874
4701,"(2, 26)","(2, 27)",20.0,3.020874
4702,"(2, 26)","(2, 27)",30.0,2.920874
4703,"(2, 26)","(2, 27)",40.0,2.820874
4704,"(2, 26)","(2, 28)",50.0,2.720874
4705,"(2, 26)","(2, 28)",60.0,2.620874
4706,"(2, 26)","(2, 29)",70.0,2.520874
4707,"(2, 26)","(2, 29)",80.0,2.420874
4708,"(2, 26)","(2, 30)",90.0,2.320874
4709,"(2, 26)","(2, 30)",100.0,2.220874
4710,"(2, 26)","(2, 30)",110.0,2.120874
4711,"(2, 26)","(2, 30)",120.0,2.020874
4712,"(2, 26)","(2, 30)",130.0,1.920874
4713,"(2, 26)","(2, 30)",140.0,1.820874
4714,"(2, 26)","(2, 29)",150.0,1.720874
4715,"(2, 26)","(2, 29)",160.0,1.620874
4716,"(2, 26)","(2, 28)",170.0,1.520874
4717,"(2, 26)","(2, 27)",180.0,1.420874
4718,"(2, 26)","(2, 26)",190.0,1.320874
4719,"(2, 26)","(2, 25)",200.0,1.220874
4720,"(2, 26)","(2, 27)",10.0,6.983208
4721,"(2, 26)","(2, 27)",20.0,6.883208
4722,"(2, 26)","(2, 27)",30.0,6.783208
4723,"(2, 26)","(2, 27)",40.0,6.683208
4724,"(2, 26)","(2, 28)",50.0,6.583208
4725,"(2, 26)","(2, 28)",60.0,6.483208
4726,"(2, 26)","(2, 29)",70.0,6.383208
4727,"(2, 26)","(2, 29)",80.0,6.283208
4728,"(2, 26)","(2, 30)",90.0,6.183208
4729,"(2, 26)","(2, 30)",100.0,6.083208
4730,"(2, 26)","(2, 30)",110.0,5.983208
4731,"(2, 26)","(2, 30)",120.0,5.883208
4732,"(2, 26)","(2, 30)",130.0,5.600987
4733,"(2, 26)","(2, 30)",140.0,2.326367
4734,"(2, 26)","(2, 29)",150.0,-0.876388
4735,"(2, 26)","(2, 29)",160.0,-4.016586
4736,"(2, 26)","(2, 28)",170.0,-7.075555
4737,"(2, 26)","(2, 27)",180.0,-10.063716
4738,"(2, 26)","(2, 26)",190.0,-12.981789
4739,"(2, 26)","(2, 25)",200.0,-15.858247
4740,"(2, 26)","(2, 27)",10.0,2.268626
4741,"(2, 26)","(2, 27)",20.0,2.168626
4742,"(2, 26)","(2, 27)",30.0,2.068626
4743,"(2, 26)","(2, 27)",40.0,1.968626
4744,"(2, 26)","(2, 28)",50.0,1.868626
4745,"(2, 26)","(2, 28)",60.0,1.768626
4746,"(2, 26)","(2, 29)",70.0,1.668626
4747,"(2, 26)","(2, 29)",80.0,1.568626
4748,"(2, 26)","(2, 30)",90.0,1.468626
4749,"(2, 26)","(2, 30)",100.0,1.368626
4750,"(2, 26)","(2, 30)",110.0,1.268626
4751,"(2, 26)","(2, 30)",120.0,1.168626
4752,"(2, 26)","(2, 30)",130.0,1.068626
4753,"(2, 26)","(2, 30)",140.0,0.968626
4754,"(2, 26)","(2, 29)",150.0,0.868626
4755,"(2, 26)","(2, 29)",160.0,0.768626
4756,"(2, 26)","(2, 28)",170.0,0.668626
4757,"(2, 26)","(2, 27)",180.0,0.568626
4758,"(2, 26)","(2, 26)",190.0,0.468626
4759,"(2, 26)","(2, 25)",200.0,0.368626
4760,"(2, 30)","(1, 26)",10.0,0.081183
4761,"(2, 30)","(1, 26)",20.0,-0.018817
4762,"(2, 30)","(1, 27)",30.0,-0.118817
4763,"(2, 30)","(1, 27)",40.0,-0.218817
4764,"(2, 30)","(1, 27)",50.0,-0.318817
4765,"(2, 30)","(1, 28)",60.0,-0.418817
4766,"(2, 30)","(1, 28)",70.0,-0.518817
4767,"(2, 30)","(1, 28)",80.0,-0.618817
4768,"(2, 30)","(1, 29)",90.0,-0.718817
4769,"(2, 30)","(1, 26)",100.0,-0.818817
4770,"(2, 30)","(1, 26)",110.0,-0.918817
4771,"(2, 30)","(1, 26)",120.0,-1.018817
4772,"(2, 30)","(1, 26)",130.0,-1.118817
4773,"(2, 30)","(1, 26)",140.0,-1.218817
4774,"(2, 30)","(1, 26)",150.0,-1.318817
4775,"(2, 30)","(1, 26)",160.0,-1.418817
4776,"(2, 30)","(1, 26)",170.0,-1.518817
4777,"(2, 30)","(1, 26)",180.0,-1.618817
4778,"(2, 30)","(1, 26)",190.0,-1.718817
4779,"(2, 30)","(1, 26)",200.0,-1.818817
4780,"(2, 28)","(1, 26)",10.0,0.01708
4781,"(2, 28)","(1, 26)",20.0,-0.08292
4782,"(2, 28)","(1, 27)",30.0,-0.18292
4783,"(2, 28)","(1, 27)",40.0,-0.28292
4784,"(2, 28)","(1, 27)",50.0,-0.38292
4785,"(2, 28)","(1, 28)",60.0,-0.48292
4786,"(2, 28)","(1, 28)",70.0,-0.58292
4787,"(2, 28)","(1, 28)",80.0,-0.68292
4788,"(2, 28)","(1, 29)",90.0,-0.78292
4789,"(2, 28)","(1, 26)",100.0,-0.88292
4790,"(2, 28)","(1, 26)",110.0,-0.98292
4791,"(2, 28)","(1, 26)",120.0,-1.08292
4792,"(2, 28)","(1, 26)",130.0,-1.18292
4793,"(2, 28)","(1, 26)",140.0,-1.28292
4794,"(2, 28)","(1, 26)",150.0,-1.38292
4795,"(2, 28)","(1, 26)",160.0,-1.48292
4796,"(2, 28)","(1, 26)",170.0,-1.58292
4797,"(2, 28)","(1, 26)",180.0,-1.68292
4798,"(2, 28)","(1, 26)",190.0,-1.78292
4799,"(2, 28)","(1, 26)",200.0,-1.88292
4800,"(2, 27)","(1, 26)",10.0,0.322622
4801,"(2, 27)","(1, 26)",20.0,0.222622
4802,"(2, 27)","(1, 27)",30.0,0.122622
4803,"(2, 27)","(1, 27)",40.0,0.022622
4804,"(2, 27)","(1, 27)",50.0,-0.077378
4805,"(2, 27)","(1, 28)",60.0,-0.177378
4806,"(2, 27)","(1, 28)",70.0,-0.277378
4807,"(2, 27)","(1, 28)",80.0,-0.377378
4808,"(2, 27)","(1, 29)",90.0,-0.477378
4809,"(2, 27)","(1, 26)",100.0,-0.577378
4810,"(2, 27)","(1, 26)",110.0,-0.677378
4811,"(2, 27)","(1, 26)",120.0,-0.777378
4812,"(2, 27)","(1, 26)",130.0,-0.877378
4813,"(2, 27)","(1, 26)",140.0,-0.977378
4814,"(2, 27)","(1, 26)",150.0,-1.077378
4815,"(2, 27)","(1, 26)",160.0,-1.177378
4816,"(2, 27)","(1, 26)",170.0,-1.277378
4817,"(2, 27)","(1, 26)",180.0,-1.377378
4818,"(2, 27)","(1, 26)",190.0,-1.477378
4819,"(2, 27)","(1, 26)",200.0,-1.577378
4820,"(1, 28)","(2, 26)",10.0,-0.1
4821,"(1, 28)","(2, 26)",20.0,-0.2
4822,"(1, 28)","(2, 26)",30.0,-0.3
4823,"(1, 28)","(2, 26)",40.0,-0.4
4824,"(1, 28)","(2, 26)",50.0,-0.5
4825,"(1, 28)","(2, 26)",60.0,-0.6
4826,"(1, 28)","(2, 26)",70.0,-0.7
4827,"(1, 28)","(2, 26)",80.0,-0.8
4828,"(1, 28)","(2, 26)",90.0,-0.9
4829,"(1, 28)","(2, 26)",100.0,-1.0
4830,"(1, 28)","(2, 26)",110.0,-1.1
4831,"(1, 28)","(2, 26)",120.0,-1.2
4832,"(1, 28)","(2, 26)",130.0,-1.3
4833,"(1, 28)","(2, 26)",140.0,-1.4
4834,"(1, 28)","(2, 27)",150.0,-1.5
4835,"(1, 28)","(2, 27)",160.0,-1.6
4836,"(1, 28)","(2, 27)",170.0,-1.7
4837,"(1, 28)","(2, 27)",180.0,-1.8
4838,"(1, 28)","(2, 27)",190.0,-1.9
4839,"(1, 28)","(2, 26)",200.0,-2.0
4854,"(1, 26)","(2, 27)",150.0,-1.5
4855,"(1, 26)","(2, 27)",160.0,-1.6
4856,"(1, 26)","(2, 27)",170.0,-1.7
4857,"(1, 26)","(2, 27)",180.0,-1.8
4858,"(1, 26)","(2, 27)",190.0,-1.9
4874,"(1, 27)","(2, 27)",150.0,-1.5
4875,"(1, 27)","(2, 27)",160.0,-1.6
4876,"(1, 27)","(2, 27)",170.0,-1.7
4877,"(1, 27)","(2, 27)",180.0,-1.8
4878,"(1, 27)","(2, 27)",190.0,-1.9
4880,"(2, 26)","(3, 26)",10.0,0.454881
4881,"(2, 26)","(3, 26)",20.0,0.836069
4882,"(2, 26)","(3, 27)",30.0,1.217247
4883,"(2, 26)","(3, 27)",40.0,1.322121
4884,"(2, 26)","(3, 27)",50.0,1.222121
4885,"(2, 26)","(3, 27)",60.0,1.122121
4886,"(2, 26)","(3, 27)",70.0,1.022121
4887,"(2, 26)","(3, 27)",80.0,0.922121
4888,"(2, 26)","(3, 26)",90.0,0.822121
4889,"(2, 26)","(3, 26)",100.0,0.722121
4890,"(2, 26)","(3, 26)",110.0,0.622121
4891,"(2, 26)","(3, 26)",120.0,0.522121
4892,"(2, 26)","(3, 26)",130.0,0.422121
4893,"(2, 26)","(3, 26)",140.0,0.322121
4894,"(2, 26)","(3, 26)",150.0,0.222121
4895,"(2, 26)","(3, 25)",160.0,0.122121
4896,"(2, 26)","(3, 26)",170.0,0.022121
4897,"(2, 26)","(3, 26)",180.0,-0.077879
4898,"(2, 26)","(3, 26)",190.0,-0.177879
4899,"(2, 26)","(3, 26)",200.0,-0.277879
4900,"(2, 27)","(3, 26)",10.0,0.110574
4901,"(2, 27)","(3, 26)",20.0,0.010574
4902,"(2, 27)","(3, 27)",30.0,-0.089426
4903,"(2, 27)","(3, 27)",40.0,-0.189426
4904,"(2, 27)","(3, 27)",50.0,-0.289426
4905,"(2, 27)","(3, 27)",60.0,-0.389426
4906,"(2, 27)","(3, 27)",70.0,-0.489426
4907,"(2, 27)","(3, 27)",80.0,-0.589426
4908,"(2, 27)","(3, 26)",90.0,-0.689426
4909,"(2, 27)","(3, 26)",100.0,-0.789426
4910,"(2, 27)","(3, 26)",110.0,-0.889426
4911,"(2, 27)","(3, 26)",120.0,-0.989426
4912,"(2, 27)","(3, 26)",130.0,-1.089426
4913,"(2, 27)","(3, 26)",140.0,-1.189426
4914,"(2, 27)","(3, 26)",150.0,-1.289426
4915,"(2, 27)","(3, 25)",160.0,-1.389426
4916,"(2, 27)","(3, 26)",170.0,-1.489426
4917,"(2, 27)","(3, 26)",180.0,-1.589426
4918,"(2, 27)","(3, 26)",190.0,-1.689426
4919,"(2, 27)","(3, 26)",200.0,-1.789426
4920,"(2, 26)","(3, 26)",10.0,0.262727
4921,"(2, 26)","(3, 26)",20.0,0.375489
4922,"(2, 26)","(3, 27)",30.0,0.488255
4923,"(2, 26)","(3, 27)",40.0,0.601023
4924,"(2, 26)","(3, 27)",50.0,0.713792
4925,"(2, 26)","(3, 27)",60.0,0.826561
4926,"(2, 26)","(3, 27)",70.0,0.939331
4927,"(2, 26)","(3, 27)",80.0,1.052101
4928,"(2, 26)","(3, 26)",90.0,0.964874
4929,"(2, 26)","(3, 26)",100.0,0.864874
4930,"(2, 26)","(3, 26)",110.0,0.764874
4931,"(2, 26)","(3, 26)",120.0,0.664874
4932,"(2, 26)","(3, 26)",130.0,0.564874
4933,"(2, 26)","(3, 26)",140.0,0.464874
4934,"(2, 26)","(3, 26)",150.0,0.364874
4935,"(2, 26)","(3, 25)",160.0,0.264874
4936,"(2, 26)","(3, 26)",170.0,0.164874
4937,"(2, 26)","(3, 26)",180.0,0.064874
4938,"(2, 26)","(3, 26)",190.0,-0.035126
4939,"(2, 26)","(3, 26)",200.0,-0.135126
4943,"(3, 27)","(3, 26)",40.0,-0.4
4944,"(3, 27)","(3, 26)",50.0,-0.5
4945,"(3, 27)","(3, 26)",60.0,-0.6
4946,"(3, 27)","(3, 26)",70.0,-0.7
4947,"(3, 27)","(3, 26)",80.0,-0.8
4950,"(3, 27)","(3, 26)",110.0,-1.1
4951,"(3, 27)","(3, 26)",120.0,-1.2
4952,"(3, 27)","(3, 26)",130.0,-1.3
4953,"(3, 27)","(3, 26)",140.0,-1.4
4954,"(3, 27)","(3, 26)",150.0,-1.5
4955,"(3, 27)","(3, 26)",160.0,-1.6
4956,"(3, 27)","(3, 26)",170.0,-1.7
4957,"(3, 27)","(3, 26)",180.0,-1.8
4958,"(3, 27)","(3, 26)",190.0,-1.9
4959,"(3, 27)","(3, 26)",200.0,-2.0
4964,"(3, 26)","(3, 26)",50.0,-0.5
4965,"(3, 26)","(3, 26)",60.0,-0.6
4966,"(3, 26)","(3, 26)",70.0,-0.7
4967,"(3, 26)","(3, 26)",80.0,-0.8
4968,"(3, 26)","(3, 26)",90.0,-0.9
4969,"(3, 26)","(3, 26)",100.0,-1.0
4970,"(3, 26)","(3, 26)",110.0,-1.1
4971,"(3, 26)","(3, 26)",120.0,-1.2
4972,"(3, 26)","(3, 26)",130.0,-1.3
4973,"(3, 26)","(3, 26)",140.0,-1.4
4974,"(3, 26)","(3, 26)",150.0,-1.5
4975,"(3, 26)","(3, 26)",160.0,-1.6
4976,"(3, 26)","(3, 26)",170.0,-1.7
4977,"(3, 26)","(3, 26)",180.0,-1.8
4978,"(3, 26)","(3, 26)",190.0,-1.9
4979,"(3, 26)","(3, 26)",200.0,-2.0
5020,"(3, 26)","(3, 26)",10.0,1.742304
5021,"(3, 26)","(3, 26)",20.0,1.642304
5022,"(3, 26)","(3, 26)",30.0,1.542304
5023,"(3, 26)","(3, 26)",40.0,1.442304
5024,"(3, 26)","(3, 26)",50.0,1.342304
5025,"(3, 26)","(3, 26)",60.0,1.242304
5026,"(3, 26)","(3, 26)",70.0,1.142304
5027,"(3, 26)","(3, 26)",80.0,1.042304
5028,"(3, 26)","(3, 26)",90.0,0.942304
5029,"(3, 26)","(3, 26)",100.0,0.842304
5030,"(3, 26)","(3, 26)",110.0,0.742304
5031,"(3, 26)","(3, 26)",120.0,0.642304
5032,"(3, 26)","(3, 26)",130.0,0.542304
5033,"(3, 26)","(3, 26)",140.0,0.442304
5034,"(3, 26)","(3, 26)",150.0,0.342304
5035,"(3, 26)","(3, 26)",160.0,0.242304
5036,"(3, 26)","(3, 26)",170.0,0.142304
5037,"(3, 26)","(3, 26)",180.0,0.042304
5038,"(3, 26)","(3, 26)",190.0,-0.057696
5039,"(3, 26)","(3, 26)",200.0,-0.157696
5060,"(3, 26)","(3, 26)",10.0,2.450271
5061,"(3, 26)","(3, 26)",20.0,2.350271
5062,"(3, 26)","(3, 26)",30.0,2.250271
5063,"(3, 26)","(3, 26)",40.0,2.150271
5064,"(3, 26)","(3, 26)",50.0,2.050271
5065,"(3, 26)","(3, 26)",60.0,1.950271
5066,"(3, 26)","(3, 26)",70.0,1.850271
5067,"(3, 26)","(3, 27)",80.0,1.750271
5068,"(3, 26)","(3, 27)",90.0,1.650271
5069,"(3, 26)","(3, 27)",100.0,1.550271
5070,"(3, 26)","(3, 27)",110.0,1.450271
5071,"(3, 26)","(3, 27)",120.0,1.350271
5072,"(3, 26)","(3, 27)",130.0,1.250271
5073,"(3, 26)","(3, 27)",140.0,1.150271
5074,"(3, 26)","(3, 27)",150.0,1.050271
5075,"(3, 26)","(3, 27)",160.0,0.950271
5076,"(3, 26)","(3, 27)",170.0,0.850271
5077,"(3, 26)","(3, 27)",180.0,0.750271
5078,"(3, 26)","(3, 26)",190.0,0.650271
5079,"(3, 26)","(3, 26)",200.0,0.550271
5080,"(3, 26)","(3, 26)",10.0,1.022033
5081,"(3, 26)","(3, 26)",20.0,0.922033
5082,"(3, 26)","(3, 26)",30.0,0.822033
5083,"(3, 26)","(3, 26)",40.0,0.722033
5084,"(3, 26)","(3, 26)",50.0,0.622033
5085,"(3, 26)","(3, 26)",60.0,0.522033
5086,"(3, 26)","(3, 26)",70.0,0.422033
5087,"(3, 26)","(3, 27)",80.0,0.322033
5088,"(3, 26)","(3, 27)",90.0,0.222033
5089,"(3, 26)","(3, 27)",100.0,0.122033
5090,"(3, 26)","(3, 27)",110.0,0.022033
5091,"(3, 26)","(3, 27)",120.0,-0.077967
5092,"(3, 26)","(3, 27)",130.0,-0.177967
5093,"(3, 26)","(3, 27)",140.0,-0.277967
5094,"(3, 26)","(3, 27)",150.0,-0.377967
5095,"(3, 26)","(3, 27)",160.0,-0.477967
5096,"(3, 26)","(3, 27)",170.0,-0.577967
5097,"(3, 26)","(3, 27)",180.0,-0.677967
5098,"(3, 26)","(3, 26)",190.0,-0.777967
5099,"(3, 26)","(3, 26)",200.0,-0.877967
5100,"(3, 26)","(3, 26)",10.0,2.23307
5101,"(3, 26)","(3, 26)",20.0,2.13307
5102,"(3, 26)","(3, 26)",30.0,2.03307
5103,"(3, 26)","(3, 26)",40.0,1.93307
5104,"(3, 26)","(3, 26)",50.0,1.83307
5105,"(3, 26)","(3, 26)",60.0,1.73307
5106,"(3, 26)","(3, 26)",70.0,1.63307
5107,"(3, 26)","(3, 27)",80.0,1.53307
5108,"(3, 26)","(3, 27)",90.0,1.43307
5109,"(3, 26)","(3, 27)",100.0,1.33307
5110,"(3, 26)","(3, 27)",110.0,1.23307
5111,"(3, 26)","(3, 27)",120.0,1.13307
5112,"(3, 26)","(3, 27)",130.0,1.03307
5113,"(3, 26)","(3, 27)",140.0,0.93307
5114,"(3, 26)","(3, 27)",150.0,0.83307
5115,"(3, 26)","(3, 27)",160.0,0.73307
5116,"(3, 26)","(3, 27)",170.0,0.63307
5117,"(3, 26)","(3, 27)",180.0,0.53307
5118,"(3, 26)","(3, 26)",190.0,0.43307
5119,"(3, 26)","(3, 26)",200.0,0.33307
5120,"(3, 26)","(4, 26)",10.0,0.323334
5121,"(3, 26)","(4, 26)",20.0,-2.796298
5122,"(3, 26)","(4, 26)",30.0,-8.833428
5123,"(3, 26)","(4, 26)",40.0,-14.76876
5124,"(3, 26)","(4, 27)",50.0,-20.774754
5125,"(3, 26)","(4, 27)",60.0,-26.648016
5126,"(3, 26)","(4, 27)",70.0,-32.310592
5127,"(3, 26)","(4, 27)",80.0,-37.722437
5128,"(3, 26)","(4, 27)",90.0,-42.908006
5129,"(3, 26)","(4, 27)",100.0,-47.888423
5130,"(3, 26)","(4, 27)",110.0,-52.707471
5131,"(3, 26)","(4, 27)",120.0,-57.389405
5132,"(3, 26)","(4, 27)",130.0,-61.975008
5133,"(3, 26)","(4, 27)",140.0,-66.477483
5134,"(3, 26)","(4, 27)",150.0,-70.916059
5135,"(3, 26)","(4, 27)",160.0,-75.292807
5136,"(3, 26)","(4, 27)",170.0,-79.613136
5137,"(3, 26)","(4, 27)",180.0,-83.877089
5138,"(3, 26)","(4, 27)",190.0,-88.084485
5139,"(3, 26)","(4, 27)",200.0,-92.226558
5140,"(3, 27)","(4, 26)",10.0,1.169497
5141,"(3, 27)","(4, 26)",20.0,1.069497
5142,"(3, 27)","(4, 26)",30.0,0.969497
5143,"(3, 27)","(4, 26)",40.0,0.869497
5144,"(3, 27)","(4, 27)",50.0,0.769497
5145,"(3, 27)","(4, 27)",60.0,0.669497
5146,"(3, 27)","(4, 27)",70.0,0.569497
5147,"(3, 27)","(4, 27)",80.0,0.469497
5148,"(3, 27)","(4, 27)",90.0,-0.746248
5149,"(3, 27)","(4, 27)",100.0,-4.054583
5150,"(3, 27)","(4, 27)",110.0,-7.370415
5151,"(3, 27)","(4, 27)",120.0,-12.052498
5152,"(3, 27)","(4, 27)",130.0,-16.637954
5153,"(3, 27)","(4, 27)",140.0,-21.140427
5154,"(3, 27)","(4, 27)",150.0,-25.579175
5155,"(3, 27)","(4, 27)",160.0,-29.95575
5156,"(3, 27)","(4, 27)",170.0,-34.27608
5157,"(3, 27)","(4, 27)",180.0,-38.54005
5158,"(3, 27)","(4, 27)",190.0,-42.747432
5159,"(3, 27)","(4, 27)",200.0,-46.889518
5160,"(3, 26)","(4, 26)",10.0,1.282781
5161,"(3, 26)","(4, 26)",20.0,1.67222
5162,"(3, 26)","(4, 26)",30.0,1.13631
5163,"(3, 26)","(4, 26)",40.0,-0.138729
5164,"(3, 26)","(4, 27)",50.0,-4.067818
5165,"(3, 26)","(4, 27)",60.0,-9.965408
5166,"(3, 26)","(4, 27)",70.0,-15.634789
5167,"(3, 26)","(4, 27)",80.0,-21.046641
5168,"(3, 26)","(4, 27)",90.0,-26.23221
5169,"(3, 26)","(4, 27)",100.0,-31.212627
5170,"(3, 26)","(4, 27)",110.0,-36.031669
5171,"(3, 26)","(4, 27)",120.0,-40.713663
